Study_ID,ES_ID,Title,Year,Authors,Outcome_Name,Outcome_Dimension,Blooms_Level,n_Treatment,n_Control,M_Treatment,SD_Treatment,M_Control,SD_Control,Hedges_g,SE_g,Verification_Status,Verification_Confidence,Data_Tier
46,046_13,"Empowering ChatGPT with Guidance Mechanism in Blended Learning: Effect of Self-Regulated Learning, Higher-Order Thinking Skills, and Knowledge Construction",2024.0,Hsin-Yu Lee; Pei-Hua Chen; Wei-Sheng Wang; Yueh-Min Huang; Ting-Ting Wu,Chemistry knowledge,cognitive,understand,31.0,30.0,75.9,6.36,69.3,6.94,0.9796,0.271,MANUAL_VERIFIED,100.0,1
47,047_01,Enhancing Math Learning with AI: ChatGPT's Impact on Number Base Conversion Comprehension,2024.0,Sireesha Prathigadapa; Salwani Binti Mohd Daud; Bryan Thien Chek Hui; Morampudi Rama Tulasi Raju,Number Base Conversion Performance,cognitive,apply,170.0,170.0,18.39,2.39,14.71,3.12,1.3212,0.1197,MANUAL_VERIFIED,100.0,1
47,047_02,Enhancing Math Learning with AI: ChatGPT's Impact on Number Base Conversion Comprehension,2024.0,Sireesha Prathigadapa; Salwani Binti Mohd Daud; Bryan Thien Chek Hui; Morampudi Rama Tulasi Raju,Number Base Conversion Performance,cognitive,apply,170.0,170.0,14.64,5.01,14.35,5.1,0.0572,0.1085,MANUAL_VERIFIED,100.0,1
48,048_01,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,essay writing quality,cognitive,create,342.0,576.0,63.98969,,61.15464,,0.2010117055207995,0.068425837110752,VERIFIED,75.0,1
48,048_02,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,emotion,affective,,342.0,576.0,4.556701,3.07,3.762887,2.761,0.2754,0.0686,VERIFIED,75.0,1
48,048_03,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,motivation,affective,,342.0,576.0,5.051546,3.108,3.350515,2.479,0.6225,0.0698,VERIFIED,75.0,1
48,048_04,Enhancing University Level English Proficiency with Generative AI: Empirical Insights into Automated Feedback and Learning Outcomes,2024.0,Sumie Chan; N. Lo; Alan Wong,engagement,behavioral,,342.0,576.0,4.969072,3.411,3.989691,2.951,0.3126,0.0687,VERIFIED,75.0,1
49,049_01,Enhancing Writing Proficiency through AI-Powered Feedback: A Quasi-Experimental Study Using Google Gemini,2024.0,Kartika S,writing proficiency,cognitive,create,40.0,40.0,78.4,6.2,70.1,7.4,0.7923,,OCR_VERIFIED,100.0,1
49,049_02,Enhancing Writing Proficiency through AI-Powered Feedback: A Quasi-Experimental Study Using Google Gemini,2024.0,Kartika S,student satisfaction with feedback,affective,,40.0,40.0,,,,,,,OCR_VERIFIED,100.0,1
50,050_01,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline SDLS Score,metacognitive,,50.0,51.0,28.0,,27.0,,,,OCR_VERIFIED,100.0,1
50,050_02,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline CCTS Score,cognitive,analyze,50.0,51.0,24.0,,25.0,,,,OCR_VERIFIED,100.0,1
50,050_03,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,Baseline GFS Score,affective,,50.0,51.0,4.2,,3.9,,,,OCR_VERIFIED,100.0,1
50,050_04,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 6 weeks,metacognitive,,50.0,51.0,31.0,,28.0,,,,OCR_VERIFIED,100.0,1
50,050_05,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 12 weeks,metacognitive,,50.0,51.0,33.5,,29.0,,,,OCR_VERIFIED,100.0,1
50,050_06,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,SDLS Score 14 weeks,metacognitive,,50.0,51.0,34.4,,28.4,,,,OCR_VERIFIED,100.0,1
50,050_07,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 6 weeks,cognitive,analyze,50.0,51.0,25.0,,24.0,,,,OCR_VERIFIED,100.0,1
50,050_08,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 12 weeks,cognitive,analyze,50.0,51.0,33.5,,27.0,,,,OCR_VERIFIED,100.0,1
50,050_09,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,CCTS Score 14 weeks,cognitive,analyze,50.0,51.0,33.0,,26.0,,,,OCR_VERIFIED,100.0,1
50,050_10,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 6 weeks,affective,,50.0,51.0,4.65,,4.2,,,,OCR_VERIFIED,100.0,1
50,050_11,Enhancing self-directed learning with custom GPT AI facilitation among medical students: A randomized controlled trial,2024.0,Shalong Wang; Zuo Yi; Zou Bin; Ganglei Liu; Zhou Jinyu; Yanwen Zheng; Zhang Zequn; Lianwen Yuan; Ren Feng,GFS Score 12 weeks,affective,,50.0,51.0,5.3,,4.5,,,,OCR_VERIFIED,100.0,1
52,052_01,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Task Score,cognitive,create,,,56.40206,,56.68041,,,,OCR_VERIFIED,100.0,1
52,052_02,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Revision Score,cognitive,create,,,63.98969,,61.15464,,,,OCR_VERIFIED,100.0,1
52,052_03,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Difference Score,cognitive,create,,,7.587629,7.477,4.474227,7.157,,,OCR_VERIFIED,100.0,1
52,052_04,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Emotion,affective,,,,4.556701,3.07,3.762887,2.761,,,OCR_VERIFIED,100.0,1
52,052_05,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Motivation,affective,,,,5.051546,3.108,3.350515,2.479,,,OCR_VERIFIED,100.0,1
52,052_06,Generative AI and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024.0,Sumie Chan; Noble Lo; Alan S.L. Wong,Engagement,behavioral,,,,4.969072,3.411,3.989691,2.951,,,OCR_VERIFIED,100.0,1
53,053_01,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Average assignment score,cognitive,apply,32.0,31.0,91.5,3.51,85.613,4.499,1.444,,MANUAL_VERIFIED,100.0,1
53,053_02,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Motivation,affective,,32.0,31.0,5.563,0.982,4.968,1.016,0.5883,0.2574,MANUAL_VERIFIED,100.0,1
53,053_03,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,SRL strategy,metacognitive,,32.0,31.0,4.25,0.984,3.613,1.054,0.6174,0.2579,MANUAL_VERIFIED,100.0,1
53,053_04,How Self-Regulated Learning Is Affected by Feedback Based on Large Language Models: Data-Driven Sustainable Development in Computer Programming Learning,2024.0,,Academic performance,cognitive,apply,32.0,31.0,78.696,11.085,72.065,6.153,0.7274,0.2602,MANUAL_VERIFIED,100.0,1
54,054_01,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024.0,Santosh Mahapatra,Academic Writing Skills - Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,VERIFIED,100.0,1
54,054_02,Impact of ChatGPT on ESL students’ academic writing skills: a mixed methods intervention study,2024.0,Santosh Mahapatra,Academic Writing Skills - Delayed Post-test,cognitive,create,37.0,35.0,20.419,2.575,15.4,1.897,2.1862,0.298,VERIFIED,100.0,1
55,055_01,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,knowing sub-skill,cognitive,remember,55.0,57.0,15.55,2.55,10.63,1.79,2.2249,0.2405,OCR_VERIFIED,100.0,1
55,055_02,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,applying sub-skill,cognitive,apply,55.0,57.0,25.49,3.77,16.89,2.86,2.5589,0.2549,OCR_VERIFIED,100.0,1
55,055_03,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,reasoning sub-skill,cognitive,analyze,55.0,57.0,17.51,3.71,11.73,2.99,1.7071,0.2208,OCR_VERIFIED,100.0,1
55,055_04,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,overall achievement,cognitive,,55.0,57.0,68.55,5.89,61.98,5.66,1.1301,0.2035,OCR_VERIFIED,100.0,1
55,055_05,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,engagement,affective,,55.0,,,,,,,,OCR_VERIFIED,100.0,1
55,055_06,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,comprehension,cognitive,understand,55.0,,,,,,,,OCR_VERIFIED,100.0,1
55,055_07,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,problem-solving skills,cognitive,apply,55.0,,,,,,,,OCR_VERIFIED,100.0,1
55,055_08,Integrating ChatGPT in Grade 12 Quantum Theory Education: An Exploratory Study at Emirate School (UAE),2024.0,Yousef Wardat,perceived relevance,affective,,55.0,,,,,,,,OCR_VERIFIED,100.0,1
57,057_01,Supporting Self-Reflection at Scale with Large Language Models: Insights from Randomized Field Experiments in Classrooms,2024.0,Harsh Kumar; Ruiwei Xiao; Benjamin Lawson; Ilya Musabirov; Jiakai Shi; Xinyuan Wang; Huayin Luo; J. Williams; Anna N. Rafferty; John Stamper; Michael Liut,,,,,,,,,,,,OCR_VERIFIED,100.0,1
58,058_01,The Effects of Generative AI Agents and Scaffolding on Enhancing Students' Comprehension of Visual Learning Analytics,2024.0,Lixiang Yan; Roberto Martinez-Maldonado; Yueqiao Jin; Vanessa Echeverria; Mikaela Milesi; Jie Fan; Linxuan Zhao; Riordan Alfredo; Xinyu Li; Dragan Gašević,,,,,,,,,,,,OCR_VERIFIED,100.0,1
59,059_01,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Ethical standards,affective,,52.0,47.0,36.95,,64.44,,,,OCR_VERIFIED,100.0,1
59,059_02,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Nursing processes,cognitive,apply,52.0,47.0,35.69,,65.83,,,,OCR_VERIFIED,100.0,1
59,059_03,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Knowledge of professional standards,cognitive,remember,52.0,47.0,47.09,,53.22,,,,OCR_VERIFIED,100.0,1
59,059_04,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Understanding of ethical concepts,cognitive,understand,52.0,47.0,41.19,,59.74,,,,OCR_VERIFIED,100.0,1
59,059_05,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Communication of professional and ethical standards,behavioral,,52.0,47.0,50.58,,49.36,,,,OCR_VERIFIED,100.0,1
59,059_06,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Analysis of challenges and barriers,cognitive,analyze,52.0,47.0,40.85,,60.13,,,,OCR_VERIFIED,100.0,1
59,059_07,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of ethical principles,cognitive,apply,52.0,47.0,37.42,,63.91,,,,OCR_VERIFIED,100.0,1
59,059_08,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Application of nursing processes,cognitive,apply,52.0,47.0,48.06,,52.15,,,,OCR_VERIFIED,100.0,1
59,059_09,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Critical thinking skills,cognitive,analyze,52.0,47.0,33.42,,68.34,,,,OCR_VERIFIED,100.0,1
59,059_10,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Integration of evidence-based knowledge and clinical reasoning,cognitive,analyze,52.0,47.0,34.78,,66.84,,,,OCR_VERIFIED,100.0,1
59,059_11,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Collaboration and teamwork,behavioral,,52.0,47.0,48.35,,51.83,,,,OCR_VERIFIED,100.0,1
59,059_12,The Impact of Artificial Intelligence-Assisted Learning on Nursing Students' Ethical Decision-making and Clinical Reasoning in Pediatric Care,2024.0,Hyewon Shin; J. C. De Gagne; Sang Suk Kim; Minjoo Hong,Reflection and improvement,metacognitive,,52.0,47.0,39.46,,61.66,,,,OCR_VERIFIED,100.0,1
60,060_01,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,,Academic Writing Pre-test,cognitive,apply,25.0,25.0,61.44,11.06,64.06,8.42,-0.2624,0.2841,VERIFIED,75.0,1
60,060_02,The Role of AI-Assisted Learning in Academic Writing: A Mixed-Methods Study on Chinese as a Second Language Students,2024.0,,Academic Writing Post-test,cognitive,apply,25.0,25.0,89.74,9.08,82.15,10.23,0.7724,0.2932,VERIFIED,75.0,1
62,062_01,Using ChatGPT in Psychiatry to Design Script Concordance Tests in Undergraduate Medical Education: Mixed Methods Study,2024.0,Alexandre Hudon; Barnabé Kiepura; Myriam Pelletier; Véronique Phan,,,,,,,,,,,,OCR_VERIFIED,100.0,1
63,063_01,Evaluation of ChatGPT’s Real-Life Implementation in Undergraduate Dental Education: Mixed Methods Study,2023.0,,knowledge examination,cognitive,understand,39.0,38.0,7.54,1.18,6.94,1.12,0.5161,0.2317,MANUAL_VERIFIED,100.0,1
64,064_01,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student learning outcomes in technology learning,cognitive,,31.0,31.0,81.81,3.353,70.45,9.277,1.6082,0.2922,OCR_VERIFIED,100.0,1
64,064_02,Exploring the impact of using Chat-GPT on student learning outcomes in technology learning: The comprehensive experiment,2023.0,Muhammad Hakiki; Radinal Fadli; A. Samala; Ade Fricticarani; Popi Dayurni; Kurniati Rahmadani; Ayu Dewi Astiti,student engagement in technology learning,behavioral,,31.0,31.0,,,,,,,OCR_VERIFIED,100.0,1
65,065_01,GPTeach: Interactive TA Training with GPT-based Students,2023.0,Julia M. Markel; Steven G. Opferman; J. Landay; C. Piech,recommender score,affective,,5.0,5.0,8.5,,5.7,,,,OCR_VERIFIED,100.0,1
66,066_01,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Ask Probing Questions,cognitive,analyze,,,,,,,,,OCR_VERIFIED,100.0,1
66,066_02,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Analyze/Make Logical Conclusions,cognitive,analyze,,,,,,,,,OCR_VERIFIED,100.0,1
66,066_03,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Understand Complex Concepts,cognitive,understand,,,,,,,,,OCR_VERIFIED,100.0,1
66,066_04,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Provide Diverse Perspectives,cognitive,create,,,,,,,,,OCR_VERIFIED,100.0,1
66,066_05,Leveraging ChatGPT for Enhancing Critical Thinking Skills,2023.0,Ying Guo; Daniel Lee,Recommend ChatGPT for Future Use,affective,,,,,,,,,,OCR_VERIFIED,100.0,1
67,067_01,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,29.3,16.9,,,,,OCR_VERIFIED,100.0,1
67,067_02,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,12.35,5.33,,,,,OCR_VERIFIED,100.0,1
67,067_03,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,20.37,20.5,,,,,OCR_VERIFIED,100.0,1
67,067_04,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,10.65,7.44,,,,,OCR_VERIFIED,100.0,1
67,067_05,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.9,4.34,,,,,OCR_VERIFIED,100.0,1
67,067_06,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,7.3,7.82,,,,,OCR_VERIFIED,100.0,1
67,067_07,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Fluency,cognitive,create,,,10.8,5.76,9.05,5.59,,,OCR_VERIFIED,100.0,1
67,067_08,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Flexibility,cognitive,create,,,7.61,3.6,7.38,3.81,,,OCR_VERIFIED,100.0,1
67,067_09,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G2 Narrative Originality,cognitive,create,,,11.42,8.25,10.2,,,,OCR_VERIFIED,100.0,1
67,067_10,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Fluency,cognitive,create,,,9.87,5.66,8.2,5.09,,,OCR_VERIFIED,100.0,1
67,067_11,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Flexibility,cognitive,create,,,6.95,3.33,6.53,3.97,,,OCR_VERIFIED,100.0,1
67,067_12,"Writing, Creativity, and Artificial Intelligence: ChatGPT in the University Context",2023.0,María-Isabel de Vicente-Yagüe-Jara; Olivia López-Martínez; Verónica Navarro-Navarro; Francisco Cuéllar-Santiago,G3 Narrative Originality,cognitive,create,,,9.84,8.89,7.47,,,,OCR_VERIFIED,100.0,1
68,068_01,"Beware of Metacognitive Laziness: Effects of Generative Artificial Intelligence on Learning Motivation, Processes, and Performance",2018.0,,,,,,,,,,,,,NOT_CHECKED,0.0,3
69,069_01,The Effect of Flipped Interactive Learning (FIL) Based on ChatGPT on Students’ Skills in a Large Programming Class,,,programming skills,cognitive,apply,38.0,36.0,8.34,1.42,7.56,1.84,0.4713,0.2358,VERIFIED,100.0,1
70,070_01,"The effect of generative artificial intelligence (AI)-based tool use on students'computational thinking skills, programming self-efficacy and motivation",2023.0,Ramazan Yilmaz; Fatma Gizem Karaoglan Yilmaz,Computational Thinking,cognitive,apply,21.0,24.0,126.73,8.34,112.61,15.32,1.09,0.32,MANUAL_VERIFIED,100.0,1
70,070_02,"The effect of generative artificial intelligence (AI)-based tool use on students'computational thinking skills, programming self-efficacy and motivation",2023.0,Ramazan Yilmaz; Fatma Gizem Karaoglan Yilmaz,Programming Self-Efficacy,affective,,21.0,24.0,41.32,5.84,33.52,7.64,1.11,0.32,MANUAL_VERIFIED,100.0,1
70,070_03,"The effect of generative artificial intelligence (AI)-based tool use on students'computational thinking skills, programming self-efficacy and motivation",2023.0,Ramazan Yilmaz; Fatma Gizem Karaoglan Yilmaz,Learning Motivation,affective,,21.0,24.0,96.50,7.62,85.17,13.84,0.97,0.31,MANUAL_VERIFIED,100.0,1
